id,date,speed,around_holiday,holiday,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,uvIndex,visibility,Clear,Drizzle,Drizzle and Dangerously Windy,Drizzle and Humid,Drizzle and Windy,Foggy,Heavy Rain,Heavy Rain and Dangerously Windy,Heavy Rain and Humid,Heavy Rain and Windy,Humid,Humid and Foggy,Humid and Mostly Cloudy,Humid and Overcast,Humid and Partly Cloudy,Light Rain,Light Rain and Humid,Light Rain and Windy,Mostly Cloudy,Overcast,Partly Cloudy,Possible Drizzle,Possible Drizzle and Humid,Possible Light Rain,Possible Light Rain and Humid,Rain,Rain and Dangerously Windy,Rain and Humid,Rain and Windy,Windy,Windy and Humid,Windy and Partly Cloudy
18,1/1/2017 18:00,38.35276019,False,True,19.9,19.9,-5.86,0.17,4.46,89.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1/1/2017 19:00,47.26892837,False,True,19.68,19.77,15.99,0.79,3.48,85.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,1/1/2017 20:00,46.44475569,False,True,19.67,19.78,16.15,0.8,3.61,86.0,0.0,11.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1/1/2017 21:00,41.981908399999995,False,True,19.91,20.07,16.6,0.81,4.54,125.0,0.0,12.345999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1/1/2017 22:00,39.81723982,False,True,19.28,19.28,1.75,0.31,4.17,88.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1/1/2017 23:00,44.27782113,False,True,18.83,18.83,2.91,0.35,3.94,95.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2/1/2017 0:00,47.62156284,False,False,16.06,16.06,12.23,0.78,1.52,97.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2/1/2017 1:00,47.07016077,False,False,16.06,16.06,12.24,0.78,1.21,134.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2/1/2017 2:00,46.89492264,False,False,16.12,16.12,12.58,0.8,1.98,65.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,2/1/2017 3:00,47.061394899999996,False,False,16.17,16.17,12.46,0.79,1.56,108.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,2/1/2017 4:00,47.01615626,False,False,16.1,16.1,12.22,0.78,1.81,77.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,2/1/2017 5:00,44.82629585,False,False,16.11,16.11,12.43,0.79,1.82,80.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,2/1/2017 6:00,42.37291267,False,False,16.12,16.12,11.77,0.75,1.71,75.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,2/1/2017 7:00,41.03940657,False,False,16.12,16.12,11.67,0.75,1.62,99.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2/1/2017 8:00,28.42375086,False,False,16.16,16.16,11.82,0.75,1.72,100.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2/1/2017 9:00,33.6611834,False,False,16.69,16.69,11.62,0.72,1.11,84.0,1.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2/1/2017 10:00,39.49302198,False,False,17.75,17.75,11.75,0.68,1.12,123.0,3.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2/1/2017 11:00,32.44394381,False,False,18.49,18.49,11.59,0.64,1.62,46.0,5.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2/1/2017 12:00,22.15993177,False,False,19.41,19.41,11.46,0.6,0.95,238.0,6.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2/1/2017 13:00,24.32208805,False,False,20.95,20.95,10.64,0.52,1.26,164.0,6.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2/1/2017 14:00,25.68121704,False,False,21.3,21.3,12.29,0.56,1.75,113.0,5.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2/1/2017 15:00,23.944490100000003,False,False,21.53,21.53,11.06,0.51,1.09,129.0,4.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2/1/2017 16:00,18.73019161,False,False,21.47,21.55,16.16,0.72,0.53,87.0,2.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2/1/2017 17:00,18.97422526,False,False,20.81,20.83,15.65,0.72,0.97,82.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2/1/2017 18:00,20.09936358,False,False,17.96,17.96,12.77,0.72,2.94,173.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2/1/2017 19:00,30.30038076,False,False,17.4,17.4,12.5,0.73,3.28,97.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2/1/2017 20:00,38.23933239,False,False,17.31,17.31,13.13,0.76,3.1,89.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2/1/2017 21:00,44.18686543,False,False,16.71,16.71,12.6,0.77,3.88,77.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2/1/2017 22:00,42.60273783,False,False,16.67,16.67,12.9,0.78,4.05,95.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2/1/2017 23:00,44.89217148,False,False,16.69,16.69,13.34,0.81,2.73,92.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,3/1/2017 0:00,48.66582335,False,False,16.23,16.23,13.61,0.84,5.42,60.0,0.0,9.624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3/1/2017 1:00,49.25749603,False,False,15.79,15.79,12.98,0.83,1.63,143.0,0.0,9.363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3/1/2017 2:00,46.44221828,False,False,15.73,15.73,12.47,0.81,1.91,49.0,0.0,9.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3/1/2017 3:00,48.86047714,False,False,15.69,15.69,11.88,0.78,2.63,77.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3/1/2017 4:00,47.15122779,False,False,15.54,15.54,11.73,0.78,0.94,96.0,0.0,8.998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3/1/2017 5:00,45.46067216,False,False,15.48,15.48,11.2,0.76,2.11,64.0,0.0,5.6110000000000015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3/1/2017 6:00,43.32843989,False,False,15.91,15.91,10.68,0.71,0.61,74.0,0.0,6.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3/1/2017 7:00,23.93352837,False,False,16.07,16.07,10.46,0.69,0.18,115.0,0.0,8.998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3/1/2017 8:00,16.92674997,False,False,16.42,16.42,11.08,0.71,0.62,17.0,1.0,5.6110000000000015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3/1/2017 9:00,19.09222538,False,False,17.7,17.7,11.0,0.65,0.62,304.0,2.0,5.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3/1/2017 10:00,33.11256658,False,False,18.66,18.66,11.55,0.63,0.98,306.0,4.0,6.004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3/1/2017 11:00,19.44291389,False,False,20.06,20.06,11.66,0.58,0.67,20.0,6.0,3.801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3/1/2017 12:00,29.79058532,False,False,20.68,20.68,12.83,0.61,0.68,251.0,8.0,4.162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3/1/2017 13:00,30.78994075,False,False,20.9,20.9,13.8,0.64,0.86,246.0,8.0,4.198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3/1/2017 14:00,20.213874899999997,False,False,21.45,21.45,13.88,0.62,1.34,306.0,7.0,2.365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3/1/2017 15:00,18.05015491,False,False,22.31,22.31,13.71,0.58,0.73,317.0,5.0,2.406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3/1/2017 16:00,23.04990915,False,False,22.21,22.21,13.94,0.59,0.79,291.0,3.0,5.002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3/1/2017 17:00,20.7917376,False,False,20.48,20.48,13.7,0.65,1.41,254.0,1.0,3.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3/1/2017 18:00,14.15768031,False,False,19.79,19.79,14.07,0.7,0.32,0.0,0.0,4.414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3/1/2017 19:00,24.53891079,False,False,20.12,20.12,10.64,0.54,0.43,282.0,0.0,8.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3/1/2017 20:00,37.97752767,False,False,19.84,19.84,11.16,0.57,0.61,353.0,0.0,5.6110000000000015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3/1/2017 21:00,45.28052513,False,False,20.01,20.01,9.37,0.5,0.69,64.0,0.0,5.6110000000000015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3/1/2017 22:00,43.53418423,False,False,20.04,20.04,6.83,0.42,1.65,105.0,0.0,8.998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3/1/2017 23:00,47.21748539,False,False,19.29,19.29,10.27,0.56,2.12,62.0,0.0,8.998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,4/1/2017 0:00,48.15083185,False,False,16.63,16.63,11.01,0.69,2.18,273.0,0.0,10.003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4/1/2017 1:00,48.88211979,False,False,16.21,16.21,10.59,0.69,2.65,127.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,4/1/2017 2:00,48.57938307,False,False,15.58,15.58,11.01,0.74,3.3,6.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,4/1/2017 3:00,49.31266229,False,False,15.24,15.24,10.46,0.73,2.56,144.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,4/1/2017 4:00,48.53270165,False,False,15.14,15.14,10.52,0.74,1.36,163.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4/1/2017 5:00,47.82392182,False,False,15.04,15.04,10.57,0.75,2.66,58.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4/1/2017 6:00,44.23551564,False,False,15.14,15.14,10.32,0.73,1.27,93.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4/1/2017 7:00,33.12359077,False,False,15.14,15.14,10.03,0.71,1.51,301.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4/1/2017 8:00,15.84481526,False,False,15.67,15.67,10.43,0.71,2.38,20.0,1.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,4/1/2017 9:00,17.64144179,False,False,16.37,16.37,10.12,0.67,1.39,98.0,3.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,4/1/2017 10:00,35.16115116,False,False,18.02,18.02,10.2,0.6,1.27,225.0,6.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4/1/2017 11:00,22.56581734,False,False,19.22,19.22,9.63,0.54,1.64,41.0,8.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4/1/2017 12:00,21.0637633,False,False,19.45,19.45,8.74,0.5,2.1,138.0,9.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4/1/2017 13:00,22.21272986,False,False,21.37,21.37,12.73,0.58,0.52,274.0,9.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4/1/2017 14:00,18.82801387,False,False,22.1,22.1,12.63,0.55,1.63,232.0,8.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,4/1/2017 15:00,25.66608147,False,False,22.85,22.85,13.69,0.56,0.27,188.0,6.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4/1/2017 16:00,20.4252902,False,False,21.89,21.89,13.61,0.59,1.13,55.0,6.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4/1/2017 17:00,14.05252592,False,False,21.77,21.77,13.48,0.59,0.76,101.0,1.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,4/1/2017 18:00,9.147401141,False,False,21.17,21.17,14.43,0.65,0.32,116.0,1.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4/1/2017 19:00,19.02442385,False,False,18.68,18.68,13.71,0.73,0.43,123.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4/1/2017 20:00,38.24235869,False,False,18.07,18.07,13.63,0.75,1.73,79.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4/1/2017 21:00,45.15144992,False,False,18.07,18.07,13.91,0.77,0.82,82.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4/1/2017 22:00,43.42681956,False,False,18.1,18.1,14.37,0.79,0.56,90.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4/1/2017 23:00,46.23516395,False,False,17.38,17.38,14.21,0.82,0.84,71.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,5/1/2017 0:00,47.62054959,False,True,21.86,22.3,19.03,0.84,0.74,125.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,5/1/2017 1:00,49.33885926,False,True,21.84,22.31,19.32,0.86,1.47,120.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,5/1/2017 2:00,47.11688238,False,True,21.69,22.22,19.6,0.88,1.98,87.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,5/1/2017 3:00,49.39724077,False,True,21.44,21.9,19.09,0.86,0.43,128.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5/1/2017 4:00,48.08730374,False,True,21.39,21.86,19.17,0.87,0.98,129.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,5/1/2017 5:00,47.36046548,False,True,21.43,21.9,19.16,0.87,1.43,69.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,5/1/2017 6:00,44.20018536,False,True,21.84,22.37,19.71,0.88,1.26,104.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,5/1/2017 7:00,31.60134478,False,True,21.97,22.32,18.44,0.8,1.31,218.0,0.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,5/1/2017 8:00,16.46517421,False,True,22.88,23.33,19.39,0.81,1.6,73.0,2.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,5/1/2017 9:00,17.96875426,False,True,23.68,24.12,19.4,0.77,0.75,89.0,4.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,5/1/2017 10:00,25.75849717,False,True,24.8,25.26,19.73,0.73,1.02,106.0,6.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,5/1/2017 11:00,20.21677059,False,True,24.62,25.13,20.13,0.76,2.2,82.0,8.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,5/1/2017 12:00,15.45068766,False,True,25.97,26.41,19.72,0.68,0.7,84.0,9.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,5/1/2017 13:00,24.11887946,False,True,26.85,28.04,19.0,0.62,0.76,178.0,8.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,5/1/2017 14:00,18.52166955,False,True,27.4,28.64,19.06,0.6,1.32,93.0,8.0,10.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
